invoice_no,customer_id,product_id,quantity,transaction_date,total_amount
INV00028649,CUST01736,PROD00142,10,2023-09-05,1899.1
INV00028650,CUST02609,PROD00133,5,2022-10-02,455.85
INV00028651,CUST01960,PROD00083,9,2024-11-23,1744.29
INV00028652,CUST02431,PROD00156,3,2023-12-07,1118.1
INV00028653,CUST03968,PROD00120,2,2023-11-28,463.44
INV00028654,CUST01738,PROD00080,1,2023-11-20,340.38
INV00028655,CUST04735,PROD00073,9,2024-08-06,1963.08
INV00028656,CUST02012,PROD00037,2,2023-12-24,844.84
INV00028657,CUST03234,PROD00123,5,2023-06-26,1613.05
INV00028658,CUST02755,PROD00105,8,2023-10-15,2098.0
INV00028659,CUST02504,PROD00102,8,2024-04-02,791.68
INV00028660,CUST03188,PROD00120,9,2024-10-19,2085.48
INV00028661,CUST03240,PROD00191,4,2024-11-28,1577.8
INV00028662,CUST02180,PROD00009,9,2023-07-03,847.8
INV00028663,CUST01179,PROD00194,10,2024-11-04,1304.1
INV00028664,CUST00289,PROD00157,8,2024-09-28,1335.12
INV00028665,CUST00401,PROD00190,7,2023-08-15,1016.68
INV00028666,CUST04263,PROD00054,3,2023-02-28,1020.57
INV00028667,CUST03792,PROD00055,6,2024-07-27,1886.34
INV00028668,CUST04778,PROD00193,8,2023-08-16,2073.92
INV00028669,CUST00694,PROD00079,6,2024-03-28,1020.36
INV00028670,CUST02763,PROD00062,1,2023-11-26,426.09
INV00028671,CUST00899,PROD00013,10,2024-01-03,669.4
INV00028672,CUST04567,PROD00176,7,2024-04-02,1268.47
INV00028673,CUST02123,PROD00114,10,2024-01-06,2997.0
INV00028674,CUST00103,PROD00117,8,2023-02-13,310.64
INV00028675,CUST00154,PROD00178,8,2024-11-25,345.52
INV00028676,CUST02226,PROD00052,9,2023-08-29,3962.43
INV00028677,CUST03629,PROD00089,1,2024-06-05,393.71
INV00028678,CUST00174,PROD00192,10,2022-10-12,2017.4
INV00028679,CUST04193,PROD00014,6,2024-05-21,2555.88
INV00028680,CUST02772,PROD00146,5,2022-07-11,2342.25
INV00028681,CUST01448,PROD00185,7,2022-06-17,1324.68
INV00028682,CUST04201,PROD00084,7,2022-09-12,3437.77
INV00028683,CUST01615,PROD00090,8,2024-10-07,2420.4
INV00028684,CUST01274,PROD00002,10,2024-04-15,2822.5
INV00028685,CUST03792,PROD00159,9,2022-12-15,420.57
INV00028686,CUST04425,PROD00063,2,2023-09-14,982.08
INV00028687,CUST03544,PROD00078,7,2023-08-24,325.78
INV00028688,CUST04904,PROD00172,10,2023-05-06,4100.9
INV00028689,CUST04479,PROD00186,2,2022-11-18,339.7
INV00028690,CUST03236,PROD00022,10,2022-10-17,638.4
INV00028691,CUST04728,PROD00087,9,2023-12-29,562.59
INV00028692,CUST01324,PROD00071,8,2022-10-21,1670.16
INV00028693,CUST04362,PROD00190,1,2023-02-11,145.24
INV00028694,CUST04397,PROD00064,1,2022-06-21,315.86
INV00028695,CUST00245,PROD00123,4,2023-09-09,1290.44
INV00028696,CUST03960,PROD00023,3,2023-10-08,1150.62
INV00028697,CUST01335,PROD00121,10,2023-11-18,505.9
INV00028698,CUST00377,PROD00188,7,2023-07-18,1363.11
INV00028699,CUST01371,PROD00101,5,2023-09-18,1399.85
INV00028700,CUST01817,PROD00059,8,2022-11-04,320.72
INV00028701,CUST04454,PROD00134,6,2024-01-18,377.7
INV00028702,CUST03966,PROD00066,10,2024-04-29,855.9
INV00028703,CUST01055,PROD00098,8,2023-04-18,448.4
INV00028704,CUST03753,PROD00188,4,2024-01-12,778.92
INV00028705,CUST00147,PROD00174,4,2023-02-12,1824.8
INV00028706,CUST03508,PROD00012,2,2023-05-14,130.82
INV00028707,CUST03468,PROD00093,9,2022-07-14,4238.37
INV00028708,CUST03687,PROD00096,2,2023-12-08,455.62
INV00028709,CUST04072,PROD00057,10,2024-07-01,4091.2
INV00028710,CUST01089,PROD00165,6,2022-05-13,2988.9
INV00028711,CUST00588,PROD00173,8,2023-09-04,238.08
INV00028712,CUST00702,PROD00131,9,2024-02-11,1156.59
INV00028713,CUST03741,PROD00065,5,2023-08-10,637.6
INV00028714,CUST01450,PROD00056,9,2022-08-18,1455.21
INV00028715,CUST00995,PROD00018,1,2023-02-10,75.37
INV00028716,CUST03968,PROD00063,10,2022-07-24,4910.4
INV00028717,CUST00819,PROD00181,10,2024-05-20,2152.6
INV00028718,CUST03622,PROD00090,7,2024-12-04,2117.85
INV00028719,CUST04310,PROD00057,7,2022-11-26,2863.84
INV00028720,CUST03936,PROD00005,6,2023-05-23,541.08
INV00028721,CUST03562,PROD00152,8,2024-06-04,2968.08
INV00028722,CUST03442,PROD00055,9,2023-07-07,2829.51
INV00028723,CUST03237,PROD00086,8,2023-03-18,2944.64
INV00028724,CUST01080,PROD00034,1,2023-05-01,66.57
INV00028725,CUST01576,PROD00008,9,2024-07-08,753.48
INV00028726,CUST02709,PROD00157,9,2023-08-06,1502.01
INV00028727,CUST04539,PROD00128,6,2022-04-18,2026.02
INV00028728,CUST03492,PROD00125,9,2023-08-12,1707.84
INV00028729,CUST00473,PROD00041,4,2022-04-04,1418.28
INV00028730,CUST02111,PROD00114,3,2024-11-10,899.1
INV00028731,CUST01995,PROD00063,3,2022-08-10,1473.12
INV00028732,CUST01336,PROD00113,9,2024-12-26,686.25
INV00028733,CUST00469,PROD00132,2,2024-10-24,12.0
INV00028734,CUST00086,PROD00144,9,2024-06-05,2840.49
INV00028735,CUST03777,PROD00182,4,2023-01-24,446.4
INV00028736,CUST02518,PROD00071,9,2023-10-30,1878.93
INV00028737,CUST00324,PROD00186,8,2024-02-14,1358.8
INV00028738,CUST01596,PROD00195,4,2024-01-03,1975.56
INV00028739,CUST02377,PROD00090,7,2023-03-25,2117.85
INV00028740,CUST02659,PROD00057,10,2023-02-23,4091.2
INV00028741,CUST03317,PROD00142,6,2024-10-01,1139.46
INV00028742,CUST03263,PROD00171,4,2024-04-01,1314.92
INV00028743,CUST04451,PROD00148,6,2022-05-27,2820.78
INV00028744,CUST00360,PROD00082,7,2023-01-23,746.69
INV00028745,CUST04168,PROD00106,8,2023-08-25,333.2
INV00028746,CUST03122,PROD00095,5,2023-05-08,53.4
INV00028747,CUST00194,PROD00103,1,2022-09-13,293.18
INV00028748,CUST04645,PROD00054,4,2022-06-19,1360.76
INV00028749,CUST03833,PROD00080,1,2022-05-03,340.38
INV00028750,CUST03556,PROD00165,10,2022-12-16,4981.5
INV00028751,CUST01134,PROD00069,5,2024-06-15,991.95
INV00028752,CUST04509,PROD00179,1,2023-04-09,456.03
INV00028753,CUST01915,PROD00026,4,2023-05-07,1107.64
INV00028754,CUST04267,PROD00049,8,2024-10-06,2869.04
INV00028755,CUST02225,PROD00043,5,2024-07-11,1363.3
INV00028756,CUST01402,PROD00136,2,2023-11-07,616.14
INV00028757,CUST03597,PROD00161,6,2024-05-20,2588.1
INV00028758,CUST03511,PROD00085,6,2023-10-21,2361.06
INV00028759,CUST04406,PROD00133,5,2024-11-25,455.85
INV00028760,CUST03360,PROD00151,2,2024-11-21,621.08
INV00028761,CUST04470,PROD00022,6,2023-09-02,383.04
INV00028762,CUST02129,PROD00112,7,2023-01-27,2425.08
INV00028763,CUST04201,PROD00187,6,2022-08-19,2658.36
INV00028764,CUST01346,PROD00066,8,2023-07-29,684.72
INV00028765,CUST04986,PROD00087,8,2023-01-18,500.08
INV00028766,CUST00374,PROD00097,5,2024-02-06,2443.35
INV00028767,CUST04726,PROD00093,8,2023-01-06,3767.44
INV00028768,CUST03102,PROD00022,6,2024-03-20,383.04
INV00028769,CUST02869,PROD00063,3,2022-08-04,1473.12
INV00028770,CUST03310,PROD00112,3,2023-07-11,1039.32
INV00028771,CUST03488,PROD00177,6,2024-06-15,76.98
INV00028772,CUST00578,PROD00149,8,2024-04-21,913.12
INV00028773,CUST03531,PROD00036,3,2023-01-13,929.64
INV00028774,CUST03223,PROD00107,6,2023-07-16,1828.26
INV00028775,CUST00013,PROD00082,8,2024-10-18,853.36
INV00028776,CUST00020,PROD00085,2,2024-06-18,787.02
INV00028777,CUST03894,PROD00129,8,2024-02-04,2350.88
INV00028778,CUST03348,PROD00105,4,2024-01-24,1049.0
INV00028779,CUST02452,PROD00047,4,2024-05-20,254.6
INV00028780,CUST01660,PROD00036,9,2023-04-27,2788.92
INV00028781,CUST01963,PROD00092,3,2023-07-15,498.0
INV00028782,CUST03989,PROD00190,8,2023-05-16,1161.92
INV00028783,CUST00769,PROD00023,2,2024-01-12,767.08
INV00028784,CUST04165,PROD00175,1,2022-09-27,19.6
INV00028785,CUST03288,PROD00001,6,2023-10-15,415.92
INV00028786,CUST02448,PROD00008,7,2024-05-10,586.04
INV00028787,CUST04168,PROD00046,1,2023-01-26,243.72
INV00028788,CUST00533,PROD00198,4,2023-02-04,866.44
INV00028789,CUST02324,PROD00140,7,2023-05-12,2711.03
INV00028790,CUST03018,PROD00188,2,2023-12-06,389.46
INV00028791,CUST01114,PROD00138,9,2024-06-28,4228.47
INV00028792,CUST01579,PROD00072,2,2023-12-02,935.64
INV00028793,CUST04710,PROD00087,2,2023-11-10,125.02
INV00028794,CUST02554,PROD00184,4,2024-02-09,1197.72
INV00028795,CUST04984,PROD00122,10,2022-10-24,2789.2
INV00028796,CUST00108,PROD00051,6,2023-03-24,703.38
INV00028797,CUST01369,PROD00161,8,2024-02-12,3450.8
INV00028798,CUST00437,PROD00153,6,2023-11-23,667.56
INV00028799,CUST00238,PROD00022,8,2024-08-24,510.72
INV00028800,CUST01233,PROD00125,4,2023-05-28,759.04
INV00028801,CUST04322,PROD00182,3,2023-04-11,334.8
INV00028802,CUST04770,PROD00182,7,2024-09-19,781.2
INV00028803,CUST00773,PROD00029,2,2023-03-29,511.6
INV00028804,CUST04296,PROD00197,4,2024-01-15,1546.08
INV00028805,CUST01865,PROD00098,9,2023-10-26,504.45
INV00028806,CUST04955,PROD00071,3,2024-10-18,626.31
INV00028807,CUST03685,PROD00131,9,2023-08-24,1156.59
INV00028808,CUST00642,PROD00108,5,2024-10-20,1304.05
INV00028809,CUST02915,PROD00059,7,2023-08-28,280.63
INV00028810,CUST03565,PROD00029,2,2022-12-13,511.6
INV00028811,CUST04571,PROD00183,2,2022-12-27,601.12
INV00028812,CUST01956,PROD00126,3,2023-01-27,852.03
INV00028813,CUST02958,PROD00138,2,2023-12-07,939.66
INV00028814,CUST00810,PROD00106,2,2024-04-21,83.3
INV00028815,CUST02501,PROD00182,3,2022-10-10,334.8
INV00028816,CUST03670,PROD00094,2,2023-03-11,915.58
INV00028817,CUST00410,PROD00150,10,2023-10-12,3642.3
INV00028818,CUST03700,PROD00081,9,2023-08-18,366.21
INV00028819,CUST02741,PROD00183,3,2023-10-28,901.68
INV00028820,CUST00201,PROD00105,8,2023-10-29,2098.0
INV00028821,CUST00888,PROD00047,10,2023-09-03,636.5
INV00028822,CUST02218,PROD00069,5,2023-06-05,991.95
INV00028823,CUST04168,PROD00083,5,2024-11-27,969.05
INV00028824,CUST01206,PROD00008,10,2024-06-19,837.2
INV00028825,CUST04505,PROD00162,7,2024-03-10,2866.78
INV00028826,CUST00139,PROD00147,9,2024-04-28,2459.61
INV00028827,CUST02107,PROD00179,9,2024-06-10,4104.27
INV00028828,CUST01578,PROD00135,4,2024-01-07,909.2
INV00028829,CUST04707,PROD00048,5,2024-05-13,2404.75
INV00028830,CUST01285,PROD00170,2,2022-07-12,211.98
INV00028831,CUST01112,PROD00168,7,2022-12-18,2358.86
INV00028832,CUST01297,PROD00150,4,2024-11-22,1456.92
INV00028833,CUST04470,PROD00039,9,2024-01-01,2535.3
INV00028834,CUST03714,PROD00115,9,2023-10-15,811.71
INV00028835,CUST04065,PROD00052,4,2022-10-12,1761.08
INV00028836,CUST02583,PROD00004,6,2023-01-10,2134.2
INV00028837,CUST03908,PROD00067,4,2023-09-11,390.08
INV00028838,CUST04737,PROD00180,1,2023-07-14,180.66
INV00028839,CUST01557,PROD00151,9,2024-08-04,2794.86
INV00028840,CUST04184,PROD00104,1,2023-06-04,106.2
INV00028841,CUST02145,PROD00007,5,2024-09-03,1135.8
INV00028842,CUST00857,PROD00153,9,2024-05-29,1001.34
INV00028843,CUST04138,PROD00135,7,2024-12-19,1591.1
INV00028844,CUST03313,PROD00062,9,2022-12-15,3834.81
INV00028845,CUST01673,PROD00101,5,2024-09-28,1399.85
INV00028846,CUST03361,PROD00173,4,2023-05-23,119.04
INV00028847,CUST00425,PROD00064,10,2023-03-10,3158.6
INV00028848,CUST02219,PROD00100,1,2024-01-21,489.58
INV00028849,CUST01085,PROD00169,7,2024-02-17,2463.51
INV00028850,CUST04556,PROD00003,7,2024-04-18,2740.22
INV00028851,CUST03843,PROD00009,9,2023-05-17,847.8
INV00028852,CUST00395,PROD00051,4,2024-06-05,468.92
INV00028853,CUST02389,PROD00184,1,2022-10-31,299.43
INV00028854,CUST03556,PROD00159,1,2024-11-02,46.73
INV00028855,CUST02029,PROD00082,6,2024-12-07,640.02
INV00028856,CUST03097,PROD00069,2,2024-12-02,396.78
INV00028857,CUST03163,PROD00116,1,2023-06-22,463.13
INV00028858,CUST00065,PROD00112,2,2024-07-03,692.88
INV00028859,CUST01211,PROD00044,9,2023-03-02,1958.85
INV00028860,CUST04300,PROD00005,3,2023-05-03,270.54
INV00028861,CUST03575,PROD00056,1,2023-01-06,161.69
INV00028862,CUST00691,PROD00064,9,2024-07-24,2842.74
INV00028863,CUST04576,PROD00013,7,2024-05-05,468.58
INV00028864,CUST01318,PROD00155,7,2024-04-01,1760.71
INV00028865,CUST01405,PROD00156,4,2023-01-02,1490.8
INV00028866,CUST00961,PROD00147,3,2022-09-21,819.87
INV00028867,CUST01461,PROD00103,8,2023-12-08,2345.44
INV00028868,CUST02895,PROD00096,4,2023-03-05,911.24
INV00028869,CUST04435,PROD00050,4,2024-10-25,1905.88
INV00028870,CUST02633,PROD00123,10,2023-12-08,3226.1
INV00028871,CUST04160,PROD00127,4,2024-10-21,912.36
INV00028872,CUST02451,PROD00102,10,2023-09-15,989.6
INV00028873,CUST01958,PROD00158,9,2022-11-27,4010.22
INV00028874,CUST02799,PROD00200,2,2023-01-06,801.72
INV00028875,CUST02091,PROD00117,6,2024-04-01,232.98
INV00028876,CUST04970,PROD00148,9,2023-04-16,4231.17
INV00028877,CUST03442,PROD00151,9,2023-04-13,2794.86
INV00028878,CUST01688,PROD00174,4,2022-08-19,1824.8
INV00028879,CUST04555,PROD00095,8,2023-07-14,85.44
INV00028880,CUST01267,PROD00133,6,2024-01-06,547.02
INV00028881,CUST02064,PROD00036,2,2022-11-06,619.76
INV00028882,CUST02216,PROD00189,9,2023-12-16,2243.52
INV00028883,CUST02835,PROD00097,10,2022-12-03,4886.7
INV00028884,CUST03970,PROD00131,5,2022-05-29,642.55
INV00028885,CUST04578,PROD00191,9,2022-10-05,3550.05
INV00028886,CUST04827,PROD00165,1,2024-12-22,498.15
INV00028887,CUST01275,PROD00152,2,2022-07-13,742.02
INV00028888,CUST04309,PROD00193,9,2022-07-01,2333.16
INV00028889,CUST00689,PROD00066,8,2022-11-12,684.72
INV00028890,CUST01117,PROD00146,9,2023-08-20,4216.05
INV00028891,CUST04375,PROD00053,9,2022-07-14,3648.15
INV00028892,CUST00530,PROD00002,8,2022-04-19,2258.0
INV00028893,CUST00207,PROD00093,8,2024-03-20,3767.44
INV00028894,CUST02029,PROD00127,4,2024-03-16,912.36
INV00028895,CUST01650,PROD00147,9,2024-10-20,2459.61
INV00028896,CUST03651,PROD00026,1,2023-08-30,276.91
INV00028897,CUST04860,PROD00165,2,2023-11-02,996.3
INV00028898,CUST04832,PROD00135,4,2023-08-22,909.2
INV00028899,CUST01474,PROD00045,1,2024-08-24,157.87
INV00028900,CUST01625,PROD00042,5,2024-03-03,1347.35
INV00028901,CUST02318,PROD00010,2,2024-04-27,107.26
INV00028902,CUST02048,PROD00127,3,2024-12-05,684.27
INV00028903,CUST03975,PROD00182,7,2024-04-27,781.2
INV00028904,CUST02019,PROD00026,6,2023-01-08,1661.46
INV00028905,CUST00514,PROD00197,7,2023-07-23,2705.64
INV00028906,CUST03226,PROD00094,4,2022-09-01,1831.16
INV00028907,CUST00186,PROD00111,10,2023-11-01,2770.6
INV00028908,CUST00663,PROD00054,9,2022-11-07,3061.71
INV00028909,CUST02106,PROD00059,5,2024-08-08,200.45
INV00028910,CUST03239,PROD00058,2,2024-03-14,506.5
INV00028911,CUST04275,PROD00191,8,2023-09-28,3155.6
INV00028912,CUST03187,PROD00029,5,2023-02-01,1279.0
INV00028913,CUST00271,PROD00100,3,2024-05-23,1468.74
INV00028914,CUST04905,PROD00172,8,2023-03-31,3280.72
INV00028915,CUST04142,PROD00151,5,2023-06-20,1552.7
INV00028916,CUST00428,PROD00070,8,2024-02-19,798.08
INV00028917,CUST03943,PROD00151,3,2023-07-26,931.62
INV00028918,CUST00460,PROD00130,3,2024-08-22,795.75
INV00028919,CUST04449,PROD00177,2,2023-01-22,25.66
INV00028920,CUST04260,PROD00163,10,2023-11-16,2588.0
INV00028921,CUST02272,PROD00106,9,2023-11-23,374.85
INV00028922,CUST02196,PROD00127,4,2023-05-01,912.36
INV00028923,CUST03307,PROD00168,7,2023-08-31,2358.86
INV00028924,CUST02109,PROD00164,7,2022-10-18,1554.0
INV00028925,CUST04591,PROD00030,9,2023-04-27,1770.12
INV00028926,CUST00551,PROD00190,8,2022-10-05,1161.92
INV00028927,CUST01779,PROD00172,1,2022-08-06,410.09
INV00028928,CUST02606,PROD00042,6,2022-08-22,1616.82
INV00028929,CUST03388,PROD00047,9,2024-11-20,572.85
INV00028930,CUST01702,PROD00019,4,2022-10-24,442.52
INV00028931,CUST02259,PROD00038,10,2024-05-08,532.7
INV00028932,CUST01351,PROD00099,8,2023-08-29,2209.2
INV00028933,CUST03149,PROD00167,7,2024-07-14,1929.9
INV00028934,CUST02626,PROD00014,1,2023-06-06,425.98
INV00028935,CUST00529,PROD00135,1,2023-07-20,227.3
INV00028936,CUST03691,PROD00164,4,2024-11-27,888.0
INV00028937,CUST00250,PROD00159,6,2023-11-09,280.38
INV00028938,CUST04999,PROD00188,8,2024-01-21,1557.84
INV00028939,CUST00939,PROD00068,7,2023-07-24,103.6
INV00028940,CUST04625,PROD00190,8,2022-12-31,1161.92
INV00028941,CUST00550,PROD00083,2,2024-08-21,387.62
INV00028942,CUST01067,PROD00015,7,2023-05-14,1229.06
INV00028943,CUST02512,PROD00076,7,2023-10-17,891.31
INV00028944,CUST01056,PROD00121,2,2023-06-05,101.18
INV00028945,CUST01739,PROD00173,5,2024-11-18,148.8
INV00028946,CUST03426,PROD00104,10,2024-01-08,1062.0
INV00028947,CUST01890,PROD00078,7,2024-09-06,325.78
INV00028948,CUST02461,PROD00153,6,2022-08-02,667.56
INV00028949,CUST03783,PROD00081,1,2022-11-25,40.69
INV00028950,CUST03717,PROD00045,9,2023-12-04,1420.83
INV00028951,CUST03404,PROD00052,2,2022-10-06,880.54
INV00028952,CUST01956,PROD00070,4,2022-10-16,399.04
INV00028953,CUST04596,PROD00024,3,2023-06-11,1011.51
INV00028954,CUST00092,PROD00167,7,2022-12-12,1929.9
INV00028955,CUST00187,PROD00122,3,2023-07-03,836.76
INV00028956,CUST03153,PROD00087,7,2022-12-21,437.57
INV00028957,CUST02560,PROD00193,1,2024-06-08,259.24
INV00028958,CUST01758,PROD00105,5,2024-05-24,1311.25
INV00028959,CUST00001,PROD00187,10,2024-01-12,4430.6
INV00028960,CUST03687,PROD00042,6,2022-11-19,1616.82
INV00028961,CUST03789,PROD00048,2,2023-06-15,961.9
INV00028962,CUST01033,PROD00028,8,2022-12-13,1950.72
INV00028963,CUST01506,PROD00194,5,2024-01-22,652.05
INV00028964,CUST01235,PROD00126,6,2023-02-14,1704.06
INV00028965,CUST00522,PROD00103,10,2022-03-20,2931.8
INV00028966,CUST03446,PROD00067,8,2024-02-17,780.16
INV00028967,CUST00690,PROD00104,4,2023-10-06,424.8
INV00028968,CUST02859,PROD00071,5,2023-01-29,1043.85
INV00028969,CUST03583,PROD00153,5,2024-01-26,556.3
INV00028970,CUST04282,PROD00004,8,2023-04-06,2845.6
INV00028971,CUST00514,PROD00132,9,2022-08-25,54.0
INV00028972,CUST04086,PROD00134,8,2022-09-10,503.6
INV00028973,CUST03758,PROD00009,8,2024-08-30,753.6
INV00028974,CUST03218,PROD00050,10,2023-04-02,4764.7
INV00028975,CUST01219,PROD00054,4,2024-03-16,1360.76
INV00028976,CUST01092,PROD00053,2,2023-11-07,810.7
INV00028977,CUST02358,PROD00200,4,2023-02-02,1603.44
INV00028978,CUST02630,PROD00200,5,2023-09-23,2004.3
INV00028979,CUST02001,PROD00047,1,2023-08-29,63.65
INV00028980,CUST04274,PROD00177,4,2024-02-09,51.32
INV00028981,CUST01124,PROD00133,2,2023-04-06,182.34
INV00028982,CUST03560,PROD00141,3,2024-08-06,943.44
INV00028983,CUST03136,PROD00141,8,2023-03-07,2515.84
INV00028984,CUST00017,PROD00132,6,2023-06-14,36.0
INV00028985,CUST00341,PROD00187,2,2022-10-20,886.12
INV00028986,CUST01797,PROD00109,9,2022-11-05,3342.42
INV00028987,CUST00338,PROD00100,9,2022-09-10,4406.22
INV00028988,CUST01825,PROD00163,8,2022-11-01,2070.4
INV00028989,CUST02221,PROD00163,3,2024-04-26,776.4
INV00028990,CUST03971,PROD00067,9,2023-05-21,877.68
INV00028991,CUST04864,PROD00153,9,2024-07-10,1001.34
INV00028992,CUST00975,PROD00098,9,2024-04-29,504.45
INV00028993,CUST04518,PROD00061,9,2023-11-06,4211.73
INV00028994,CUST02400,PROD00044,3,2023-07-27,652.95
INV00028995,CUST03052,PROD00185,5,2022-10-05,946.2
INV00028996,CUST00630,PROD00032,6,2024-03-10,77.7
INV00028997,CUST02970,PROD00103,8,2023-08-20,2345.44
INV00028998,CUST03506,PROD00026,9,2022-10-09,2492.19
INV00028999,CUST01332,PROD00134,9,2024-07-14,566.55
INV00029000,CUST01929,PROD00067,10,2023-06-22,975.2
INV00029001,CUST00411,PROD00155,7,2022-05-16,1760.71
INV00029002,CUST04955,PROD00089,5,2023-02-20,1968.55
INV00029003,CUST02917,PROD00169,4,2023-05-13,1407.72
INV00029004,CUST01590,PROD00082,6,2023-03-17,640.02
INV00029005,CUST01494,PROD00108,6,2022-12-10,1564.86
INV00029006,CUST04729,PROD00141,3,2024-10-28,943.44
INV00029007,CUST03122,PROD00132,2,2024-10-14,12.0
INV00029008,CUST00430,PROD00082,7,2024-05-25,746.69
INV00029009,CUST01097,PROD00088,7,2022-05-30,2741.13
INV00029010,CUST03081,PROD00141,4,2023-01-10,1257.92
INV00029011,CUST03167,PROD00014,7,2023-01-23,2981.86
INV00029012,CUST02595,PROD00032,7,2024-10-30,90.65
INV00029013,CUST01875,PROD00082,4,2024-10-15,426.68
INV00029014,CUST03926,PROD00050,3,2024-08-01,1429.41
INV00029015,CUST01725,PROD00075,10,2023-02-14,3047.2
INV00029016,CUST00454,PROD00005,5,2022-02-27,450.9
INV00029017,CUST04040,PROD00108,7,2024-07-25,1825.67
INV00029018,CUST02089,PROD00081,3,2024-03-30,122.07
INV00029019,CUST03549,PROD00129,9,2022-03-11,2644.74
INV00029020,CUST03806,PROD00059,10,2023-02-11,400.9
INV00029021,CUST00384,PROD00147,6,2024-05-16,1639.74
INV00029022,CUST01349,PROD00056,4,2024-09-30,646.76
INV00029023,CUST03130,PROD00049,5,2023-02-13,1793.15
INV00029024,CUST02750,PROD00070,7,2024-03-25,698.32
INV00029025,CUST00700,PROD00093,3,2023-06-11,1412.79
INV00029026,CUST02839,PROD00096,6,2024-09-03,1366.86
INV00029027,CUST00837,PROD00149,7,2024-04-29,798.98
INV00029028,CUST04073,PROD00081,8,2024-04-11,325.52
INV00029029,CUST03519,PROD00021,5,2024-06-28,414.4
INV00029030,CUST04099,PROD00016,5,2024-10-08,101.35
INV00029031,CUST01336,PROD00197,2,2024-04-20,773.04
INV00029032,CUST00088,PROD00005,1,2023-12-30,90.18
INV00029033,CUST03507,PROD00033,9,2023-04-06,3529.53
INV00029034,CUST01411,PROD00054,6,2024-11-09,2041.14
INV00029035,CUST04318,PROD00109,7,2023-02-05,2599.66
INV00029036,CUST01958,PROD00188,8,2024-02-27,1557.84
INV00029037,CUST04527,PROD00147,2,2023-06-23,546.58
INV00029038,CUST02195,PROD00181,10,2023-10-29,2152.6
INV00029039,CUST00496,PROD00078,10,2023-09-25,465.4
INV00029040,CUST02784,PROD00047,7,2024-05-23,445.55
INV00029041,CUST03195,PROD00071,8,2023-08-28,1670.16
INV00029042,CUST00472,PROD00170,7,2023-05-30,741.93
INV00029043,CUST04940,PROD00031,9,2023-11-26,4083.75
INV00029044,CUST00087,PROD00066,6,2023-01-05,513.54
INV00029045,CUST02156,PROD00027,8,2023-04-12,1275.44
INV00029046,CUST01822,PROD00054,6,2023-02-24,2041.14
INV00029047,CUST00387,PROD00183,6,2024-08-01,1803.36
INV00029048,CUST03136,PROD00180,6,2023-04-02,1083.96
INV00029049,CUST01780,PROD00199,9,2024-08-22,963.72
INV00029050,CUST02422,PROD00123,7,2024-12-01,2258.27
INV00029051,CUST01413,PROD00055,3,2023-09-01,943.17
INV00029052,CUST01257,PROD00134,3,2023-08-22,188.85
INV00029053,CUST03085,PROD00168,8,2022-09-10,2695.84
INV00029054,CUST01005,PROD00060,8,2023-10-19,1278.96
INV00029055,CUST04899,PROD00169,7,2023-11-16,2463.51
INV00029056,CUST04920,PROD00190,5,2024-08-30,726.2
INV00029057,CUST02016,PROD00084,10,2024-05-09,4911.1
INV00029058,CUST02930,PROD00177,2,2024-09-09,25.66
INV00029059,CUST01877,PROD00150,8,2023-07-29,2913.84
INV00029060,CUST02633,PROD00153,4,2023-02-12,445.04
INV00029061,CUST02227,PROD00157,8,2023-04-30,1335.12
INV00029062,CUST03766,PROD00144,4,2023-08-03,1262.44
INV00029063,CUST03740,PROD00018,3,2024-03-27,226.11
INV00029064,CUST04095,PROD00051,1,2023-04-27,117.23
INV00029065,CUST00422,PROD00110,8,2022-11-08,2537.6
INV00029066,CUST03606,PROD00037,8,2024-02-26,3379.36
INV00029067,CUST00720,PROD00017,6,2023-06-13,184.14
INV00029068,CUST03276,PROD00152,5,2024-07-24,1855.05
INV00029069,CUST03982,PROD00180,3,2023-03-03,541.98
INV00029070,CUST03549,PROD00125,7,2023-04-20,1328.32
INV00029071,CUST02737,PROD00015,4,2024-04-21,702.32
INV00029072,CUST01987,PROD00031,5,2024-07-23,2268.75
INV00029073,CUST00228,PROD00122,10,2023-01-16,2789.2
INV00029074,CUST00065,PROD00002,9,2024-02-14,2540.25
INV00029075,CUST02046,PROD00172,7,2022-12-09,2870.63
INV00029076,CUST01186,PROD00012,2,2022-12-17,130.82
INV00029077,CUST01374,PROD00057,10,2022-02-28,4091.2
INV00029078,CUST00102,PROD00136,2,2023-07-08,616.14
INV00029079,CUST01297,PROD00005,9,2023-10-18,811.62
INV00029080,CUST02816,PROD00144,1,2023-03-10,315.61
INV00029081,CUST03138,PROD00194,7,2023-12-16,912.87
INV00029082,CUST01941,PROD00059,6,2024-03-25,240.54
INV00029083,CUST01647,PROD00098,6,2024-02-06,336.3
INV00029084,CUST01631,PROD00011,3,2024-04-14,1208.22
INV00029085,CUST02127,PROD00020,9,2024-06-02,3008.25
INV00029086,CUST03540,PROD00081,3,2024-10-25,122.07
INV00029087,CUST01793,PROD00111,1,2023-09-23,277.06
INV00029088,CUST01624,PROD00007,8,2024-03-12,1817.28
INV00029089,CUST02632,PROD00016,10,2024-06-05,202.7
INV00029090,CUST00785,PROD00145,6,2024-09-14,1175.28
INV00029091,CUST02609,PROD00082,5,2024-01-20,533.35
