transaction_id,invoice_no,customer_id,customer_name,country,product_id,product_name,category,quantity,transaction_date,total_amount,year,month,day,day_of_week
72345,INV00022316,CUST01246,Customer 1246,USA,PROD00081,Product 81,Home & Garden,6,2024-06-24,244.14,2024.0,6.0,24.0,Monday   
72346,INV00022317,CUST04724,Customer 4724,USA,PROD00060,Product 60,Sports,5,2022-12-18,799.35,2022.0,12.0,18.0,Sunday   
72347,INV00022318,CUST04362,Customer 4362,Australia,PROD00129,Product 129,Toys,10,2023-12-30,2938.6,2023.0,12.0,30.0,Saturday 
72348,INV00022319,CUST02615,Customer 2615,UK,PROD00079,Product 79,Beauty,9,2023-06-03,1530.54,2023.0,6.0,3.0,Saturday 
72349,INV00022320,CUST00495,Customer 495,UK,PROD00002,Product 2,Home & Garden,3,2022-11-29,846.75,2022.0,11.0,29.0,Tuesday  
72350,INV00022321,CUST00122,Customer 122,USA,PROD00171,Product 171,Beauty,8,2024-06-21,2629.84,2024.0,6.0,21.0,Friday   
72351,INV00022322,CUST03457,Customer 3457,USA,PROD00071,Product 71,Food & Beverages,6,2024-01-14,1252.62,2024.0,1.0,14.0,Sunday   
72352,INV00022323,CUST01650,Customer 1650,UK,PROD00018,Product 18,Clothing,8,2024-08-31,602.96,2024.0,8.0,31.0,Saturday 
72353,INV00022324,CUST03063,Customer 3063,Canada,PROD00177,Product 177,Food & Beverages,6,2024-08-06,76.98,2024.0,8.0,6.0,Tuesday  
72354,INV00022325,CUST04633,Customer 4633,Germany,PROD00108,Product 108,Food & Beverages,8,2022-11-24,2086.48,2022.0,11.0,24.0,Thursday 
72355,INV00022326,CUST02165,Customer 2165,Australia,PROD00033,Product 33,Beauty,4,2024-10-26,1568.68,2024.0,10.0,26.0,Saturday 
72356,INV00022327,CUST01899,Customer 1899,India,PROD00077,Product 77,Beauty,2,2024-08-08,362.3,2024.0,8.0,8.0,Thursday 
72357,INV00022328,CUST01253,Customer 1253,Australia,PROD00140,Product 140,Books,4,2024-11-22,1549.16,2024.0,11.0,22.0,Friday   
72358,INV00022329,CUST02356,Customer 2356,France,PROD00061,Product 61,Beauty,8,2024-03-26,3743.76,2024.0,3.0,26.0,Tuesday  
72359,INV00022330,CUST00192,Customer 192,India,PROD00062,Product 62,Books,6,2024-09-11,2556.54,2024.0,9.0,11.0,Wednesday
72360,INV00022331,CUST01532,Customer 1532,Canada,PROD00101,Product 101,Books,9,2024-06-30,2519.73,2024.0,6.0,30.0,Sunday   
72361,INV00022332,CUST03068,Customer 3068,France,PROD00123,Product 123,Beauty,4,2023-07-22,1290.44,2023.0,7.0,22.0,Saturday 
72362,INV00022333,CUST04892,Customer 4892,France,PROD00017,Product 17,Electronics,10,2023-07-15,306.9,2023.0,7.0,15.0,Saturday 
72363,INV00022334,CUST00850,Customer 850,Canada,PROD00049,Product 49,Home & Garden,5,2024-04-24,1793.15,2024.0,4.0,24.0,Wednesday
72364,INV00022335,CUST03112,Customer 3112,India,PROD00142,Product 142,Beauty,10,2024-08-01,1899.1,2024.0,8.0,1.0,Thursday 
72365,INV00022336,CUST01890,Customer 1890,Australia,PROD00061,Product 61,Beauty,8,2023-01-14,3743.76,2023.0,1.0,14.0,Saturday 
72366,INV00022337,CUST03207,Customer 3207,Canada,PROD00102,Product 102,Home & Garden,7,2023-02-01,692.72,2023.0,2.0,1.0,Wednesday
72367,INV00022338,CUST01784,Customer 1784,USA,PROD00160,Product 160,Beauty,5,2024-11-30,2022.8,2024.0,11.0,30.0,Saturday 
72368,INV00022339,CUST04289,Customer 4289,France,PROD00027,Product 27,Electronics,8,2022-09-28,1275.44,2022.0,9.0,28.0,Wednesday
72369,INV00022340,CUST01243,Customer 1243,India,PROD00198,Product 198,Books,3,2024-10-05,649.83,2024.0,10.0,5.0,Saturday 
72370,INV00022341,CUST02771,Customer 2771,France,PROD00031,Product 31,Electronics,6,2023-06-07,2722.5,2023.0,6.0,7.0,Wednesday
72371,INV00022342,CUST03940,Customer 3940,Germany,PROD00079,Product 79,Beauty,2,2023-11-11,340.12,2023.0,11.0,11.0,Saturday 
72372,INV00022343,CUST02862,Customer 2862,India,PROD00054,Product 54,Toys,5,2022-12-13,1700.95,2022.0,12.0,13.0,Tuesday  
72373,INV00022344,CUST03547,Customer 3547,Germany,PROD00163,Product 163,Food & Beverages,7,2022-06-29,1811.6,2022.0,6.0,29.0,Wednesday
72374,INV00022345,CUST01859,Customer 1859,India,PROD00155,Product 155,Sports,2,2023-11-16,503.06,2023.0,11.0,16.0,Thursday 
72375,INV00022346,CUST04296,Customer 4296,India,PROD00002,Product 2,Home & Garden,6,2024-01-03,1693.5,2024.0,1.0,3.0,Wednesday
72376,INV00022347,CUST02875,Customer 2875,USA,PROD00070,Product 70,Sports,1,2022-11-13,99.76,2022.0,11.0,13.0,Sunday   
72377,INV00022348,CUST03208,Customer 3208,France,PROD00001,Product 1,Toys,10,2024-03-02,693.2,2024.0,3.0,2.0,Saturday 
72378,INV00022349,CUST02047,Customer 2047,France,PROD00157,Product 157,Food & Beverages,7,2024-10-14,1168.23,2024.0,10.0,14.0,Monday   
72379,INV00022350,CUST00436,Customer 436,USA,PROD00015,Product 15,Electronics,8,2024-03-09,1404.64,2024.0,3.0,9.0,Saturday 
72380,INV00022351,CUST04487,Customer 4487,Canada,PROD00147,Product 147,Electronics,5,2024-10-07,1366.45,2024.0,10.0,7.0,Monday   
72381,INV00022352,CUST04725,Customer 4725,France,PROD00197,Product 197,Food & Beverages,4,2024-10-31,1546.08,2024.0,10.0,31.0,Thursday 
72382,INV00022353,CUST02775,Customer 2775,India,PROD00197,Product 197,Food & Beverages,7,2022-05-17,2705.64,2022.0,5.0,17.0,Tuesday  
72383,INV00022354,CUST00803,Customer 803,Germany,PROD00125,Product 125,Electronics,3,2024-02-29,569.28,2024.0,2.0,29.0,Thursday 
72384,INV00022355,CUST01679,Customer 1679,Canada,PROD00131,Product 131,Sports,1,2022-09-25,128.51,2022.0,9.0,25.0,Sunday   
72385,INV00022356,CUST03736,Customer 3736,Canada,PROD00090,Product 90,Food & Beverages,2,2022-10-28,605.1,2022.0,10.0,28.0,Friday   
72386,INV00022357,CUST01964,Customer 1964,India,PROD00077,Product 77,Beauty,7,2024-03-13,1268.05,2024.0,3.0,13.0,Wednesday
72387,INV00022358,CUST02782,Customer 2782,Australia,PROD00116,Product 116,Beauty,7,2024-02-21,3241.91,2024.0,2.0,21.0,Wednesday
72388,INV00022359,CUST04563,Customer 4563,Australia,PROD00029,Product 29,Sports,4,2022-08-04,1023.2,2022.0,8.0,4.0,Thursday 
72389,INV00022360,CUST01527,Customer 1527,Australia,PROD00016,Product 16,Clothing,3,2023-02-03,60.81,2023.0,2.0,3.0,Friday   
72390,INV00022361,CUST02123,Customer 2123,UK,PROD00001,Product 1,Toys,8,2022-09-09,554.56,2022.0,9.0,9.0,Friday   
72391,INV00022362,CUST01822,Customer 1822,UK,PROD00174,Product 174,Sports,9,2022-10-18,4105.8,2022.0,10.0,18.0,Tuesday  
72392,INV00022363,CUST00679,Customer 679,France,PROD00082,Product 82,Books,5,2023-11-01,533.35,2023.0,11.0,1.0,Wednesday
72393,INV00022364,CUST01713,Customer 1713,Germany,PROD00017,Product 17,Electronics,5,2022-12-20,153.45,2022.0,12.0,20.0,Tuesday  
72394,INV00022365,CUST03344,Customer 3344,Canada,PROD00126,Product 126,Clothing,1,2023-07-21,284.01,2023.0,7.0,21.0,Friday   
72395,INV00022366,CUST00035,Customer 35,Germany,PROD00159,Product 159,Home & Garden,1,2023-05-27,46.73,2023.0,5.0,27.0,Saturday 
72396,INV00022367,CUST02464,Customer 2464,France,PROD00063,Product 63,Toys,9,2023-12-20,4419.36,2023.0,12.0,20.0,Wednesday
72397,INV00022368,CUST00828,Customer 828,France,PROD00073,Product 73,Food & Beverages,2,2023-02-18,436.24,2023.0,2.0,18.0,Saturday 
72398,INV00022369,CUST04783,Customer 4783,Germany,PROD00096,Product 96,Clothing,8,2023-10-19,1822.48,2023.0,10.0,19.0,Thursday 
72399,INV00022370,CUST01837,Customer 1837,UK,PROD00108,Product 108,Food & Beverages,7,2022-12-24,1825.67,2022.0,12.0,24.0,Saturday 
72400,INV00022371,CUST01902,Customer 1902,Germany,PROD00068,Product 68,Books,6,2023-01-14,88.8,2023.0,1.0,14.0,Saturday 
72401,INV00022372,CUST00652,Customer 652,Australia,PROD00052,Product 52,Books,1,2022-06-07,440.27,2022.0,6.0,7.0,Tuesday  
72402,INV00022373,CUST02863,Customer 2863,India,PROD00119,Product 119,Sports,4,2023-05-01,1397.68,2023.0,5.0,1.0,Monday   
72403,INV00022374,CUST04632,Customer 4632,India,PROD00096,Product 96,Clothing,3,2023-07-04,683.43,2023.0,7.0,4.0,Tuesday  
72404,INV00022375,CUST03705,Customer 3705,Canada,PROD00145,Product 145,Books,9,2022-12-27,1762.92,2022.0,12.0,27.0,Tuesday  
72405,INV00022376,CUST01397,Customer 1397,France,PROD00059,Product 59,Sports,2,2023-05-16,80.18,2023.0,5.0,16.0,Tuesday  
72406,INV00022377,CUST03351,Customer 3351,India,PROD00125,Product 125,Electronics,7,2023-02-11,1328.32,2023.0,2.0,11.0,Saturday 
72407,INV00022378,CUST01123,Customer 1123,Canada,PROD00154,Product 154,Beauty,10,2024-09-04,3341.7,2024.0,9.0,4.0,Wednesday
72408,INV00022379,CUST03401,Customer 3401,Germany,PROD00189,Product 189,Electronics,9,2024-10-13,2243.52,2024.0,10.0,13.0,Sunday   
72409,INV00022380,CUST00537,Customer 537,India,PROD00169,Product 169,Food & Beverages,6,2023-09-25,2111.58,2023.0,9.0,25.0,Monday   
72410,INV00022381,CUST02522,Customer 2522,Australia,PROD00143,Product 143,Home & Garden,5,2022-07-21,149.95,2022.0,7.0,21.0,Thursday 
72411,INV00022382,CUST02415,Customer 2415,Canada,PROD00034,Product 34,Clothing,4,2024-02-04,266.28,2024.0,2.0,4.0,Sunday   
72412,INV00022383,CUST01799,Customer 1799,Australia,PROD00089,Product 89,Toys,3,2024-12-05,1181.13,2024.0,12.0,5.0,Thursday 
72413,INV00022384,CUST00808,Customer 808,Australia,PROD00081,Product 81,Home & Garden,1,2023-05-21,40.69,2023.0,5.0,21.0,Sunday   
72414,INV00022385,CUST01153,Customer 1153,UK,PROD00056,Product 56,Toys,3,2024-07-26,485.07,2024.0,7.0,26.0,Friday   
72415,INV00022386,CUST02466,Customer 2466,Germany,PROD00127,Product 127,Food & Beverages,7,2023-08-09,1596.63,2023.0,8.0,9.0,Wednesday
72416,INV00022387,CUST04317,Customer 4317,France,PROD00123,Product 123,Beauty,10,2024-12-16,3226.1,2024.0,12.0,16.0,Monday   
72417,INV00022388,CUST01087,Customer 1087,Canada,PROD00127,Product 127,Food & Beverages,9,2022-10-26,2052.81,2022.0,10.0,26.0,Wednesday
72418,INV00022389,CUST02869,Customer 2869,UK,PROD00091,Product 91,Home & Garden,2,2024-04-07,990.46,2024.0,4.0,7.0,Sunday   
72419,INV00022390,CUST01884,Customer 1884,Canada,PROD00120,Product 120,Electronics,4,2022-05-01,926.88,2022.0,5.0,1.0,Sunday   
72420,INV00022391,CUST02880,Customer 2880,India,PROD00182,Product 182,Clothing,10,2024-12-10,1116.0,2024.0,12.0,10.0,Tuesday  
72421,INV00022392,CUST03701,Customer 3701,Germany,PROD00154,Product 154,Beauty,9,2024-09-24,3007.53,2024.0,9.0,24.0,Tuesday  
72422,INV00022393,CUST00133,Customer 133,USA,PROD00144,Product 144,Toys,9,2024-11-24,2840.49,2024.0,11.0,24.0,Sunday   
72423,INV00022394,CUST02375,Customer 2375,France,PROD00026,Product 26,Home & Garden,9,2023-07-20,2492.19,2023.0,7.0,20.0,Thursday 
72424,INV00022395,CUST03425,Customer 3425,Australia,PROD00121,Product 121,Books,4,2024-09-19,202.36,2024.0,9.0,19.0,Thursday 
72425,INV00022396,CUST01767,Customer 1767,Australia,PROD00112,Product 112,Sports,4,2024-07-24,1385.76,2024.0,7.0,24.0,Wednesday
72426,INV00022397,CUST04679,Customer 4679,Canada,PROD00078,Product 78,Books,10,2024-09-01,465.4,2024.0,9.0,1.0,Sunday   
72427,INV00022398,CUST02698,Customer 2698,UK,PROD00126,Product 126,Clothing,1,2023-02-15,284.01,2023.0,2.0,15.0,Wednesday
72428,INV00022399,CUST01075,Customer 1075,India,PROD00014,Product 14,Books,6,2023-03-19,2555.88,2023.0,3.0,19.0,Sunday   
72429,INV00022400,CUST01339,Customer 1339,Canada,PROD00032,Product 32,Electronics,5,2022-07-22,64.75,2022.0,7.0,22.0,Friday   
72430,INV00022401,CUST04427,Customer 4427,India,PROD00025,Product 25,Home & Garden,5,2022-09-17,1102.45,2022.0,9.0,17.0,Saturday 
72431,INV00022402,CUST03420,Customer 3420,India,PROD00136,Product 136,Home & Garden,2,2024-05-27,616.14,2024.0,5.0,27.0,Monday   
72432,INV00022403,CUST01986,Customer 1986,Australia,PROD00137,Product 137,Beauty,10,2024-10-11,1104.8,2024.0,10.0,11.0,Friday   
72433,INV00022404,CUST01861,Customer 1861,India,PROD00063,Product 63,Toys,4,2023-03-09,1964.16,2023.0,3.0,9.0,Thursday 
72434,INV00022405,CUST04290,Customer 4290,India,PROD00111,Product 111,Sports,5,2023-02-05,1385.3,2023.0,2.0,5.0,Sunday   
72435,INV00022406,CUST04709,Customer 4709,USA,PROD00035,Product 35,Food & Beverages,6,2023-01-25,2398.74,2023.0,1.0,25.0,Wednesday
72436,INV00022407,CUST01101,Customer 1101,Australia,PROD00191,Product 191,Food & Beverages,10,2023-03-09,3944.5,2023.0,3.0,9.0,Thursday 
72437,INV00022408,CUST01613,Customer 1613,USA,PROD00125,Product 125,Electronics,2,2024-07-27,379.52,2024.0,7.0,27.0,Saturday 
72438,INV00022409,CUST00364,Customer 364,Canada,PROD00072,Product 72,Electronics,8,2022-12-02,3742.56,2022.0,12.0,2.0,Friday   
72439,INV00022410,CUST03260,Customer 3260,France,PROD00048,Product 48,Clothing,2,2024-01-20,961.9,2024.0,1.0,20.0,Saturday 
72440,INV00022411,CUST00053,Customer 53,Australia,PROD00064,Product 64,Clothing,1,2024-05-08,315.86,2024.0,5.0,8.0,Wednesday
72441,INV00022412,CUST00579,Customer 579,France,PROD00106,Product 106,Toys,1,2023-06-28,41.65,2023.0,6.0,28.0,Wednesday
72442,INV00022413,CUST02190,Customer 2190,France,PROD00007,Product 7,Sports,10,2023-05-14,2271.6,2023.0,5.0,14.0,Sunday   
72443,INV00022414,CUST03836,Customer 3836,India,PROD00193,Product 193,Beauty,7,2024-06-15,1814.68,2024.0,6.0,15.0,Saturday 
72444,INV00022415,CUST01061,Customer 1061,Canada,PROD00030,Product 30,Clothing,9,2022-10-11,1770.12,2022.0,10.0,11.0,Tuesday  
72445,INV00022416,CUST04554,Customer 4554,France,PROD00006,Product 6,Clothing,10,2023-11-12,4863.5,2023.0,11.0,12.0,Sunday   
72446,INV00022417,CUST00304,Customer 304,Australia,PROD00071,Product 71,Food & Beverages,9,2023-03-26,1878.93,2023.0,3.0,26.0,Sunday   
72447,INV00022418,CUST04818,Customer 4818,USA,PROD00021,Product 21,Books,5,2023-02-16,414.4,2023.0,2.0,16.0,Thursday 
72448,INV00022419,CUST04199,Customer 4199,USA,PROD00038,Product 38,Sports,10,2022-11-12,532.7,2022.0,11.0,12.0,Saturday 
72449,INV00022420,CUST04723,Customer 4723,Canada,PROD00029,Product 29,Sports,1,2023-02-19,255.8,2023.0,2.0,19.0,Sunday   
72450,INV00022421,CUST03079,Customer 3079,Canada,PROD00038,Product 38,Sports,5,2023-07-15,266.35,2023.0,7.0,15.0,Saturday 
72451,INV00022422,CUST00523,Customer 523,UK,PROD00136,Product 136,Home & Garden,1,2023-08-13,308.07,2023.0,8.0,13.0,Sunday   
72452,INV00022423,CUST00567,Customer 567,India,PROD00172,Product 172,Sports,7,2024-12-25,2870.63,2024.0,12.0,25.0,Wednesday
72453,INV00022424,CUST03438,Customer 3438,Canada,PROD00188,Product 188,Electronics,2,2023-06-17,389.46,2023.0,6.0,17.0,Saturday 
72454,INV00022425,CUST02785,Customer 2785,USA,PROD00005,Product 5,Electronics,10,2024-06-15,901.8,2024.0,6.0,15.0,Saturday 
72455,INV00022426,CUST03015,Customer 3015,Germany,PROD00127,Product 127,Food & Beverages,7,2023-11-25,1596.63,2023.0,11.0,25.0,Saturday 
72456,INV00022427,CUST04317,Customer 4317,France,PROD00023,Product 23,Toys,4,2022-06-12,1534.16,2022.0,6.0,12.0,Sunday   
72457,INV00022428,CUST02071,Customer 2071,USA,PROD00057,Product 57,Clothing,6,2023-03-05,2454.72,2023.0,3.0,5.0,Sunday   
72458,INV00022429,CUST01827,Customer 1827,Australia,PROD00048,Product 48,Clothing,4,2024-06-01,1923.8,2024.0,6.0,1.0,Saturday 
72459,INV00022430,CUST00769,Customer 769,Australia,PROD00067,Product 67,Clothing,4,2024-01-28,390.08,2024.0,1.0,28.0,Sunday   
72460,INV00022431,CUST04953,Customer 4953,Canada,PROD00035,Product 35,Food & Beverages,3,2024-06-04,1199.37,2024.0,6.0,4.0,Tuesday  
72461,INV00022432,CUST01281,Customer 1281,India,PROD00054,Product 54,Toys,10,2023-06-14,3401.9,2023.0,6.0,14.0,Wednesday
72462,INV00022433,CUST03289,Customer 3289,Germany,PROD00063,Product 63,Toys,8,2023-07-19,3928.32,2023.0,7.0,19.0,Wednesday
72463,INV00022434,CUST01370,Customer 1370,France,PROD00198,Product 198,Books,3,2024-07-22,649.83,2024.0,7.0,22.0,Monday   
72464,INV00022435,CUST02213,Customer 2213,Canada,PROD00114,Product 114,Beauty,10,2022-09-27,2997.0,2022.0,9.0,27.0,Tuesday  
72465,INV00022436,CUST01913,Customer 1913,Australia,PROD00147,Product 147,Electronics,7,2022-06-30,1913.03,2022.0,6.0,30.0,Thursday 
72466,INV00022437,CUST02604,Customer 2604,India,PROD00043,Product 43,Food & Beverages,8,2024-08-17,2181.28,2024.0,8.0,17.0,Saturday 
72467,INV00022438,CUST01632,Customer 1632,Germany,PROD00002,Product 2,Home & Garden,8,2023-09-30,2258.0,2023.0,9.0,30.0,Saturday 
72468,INV00022439,CUST01108,Customer 1108,UK,PROD00173,Product 173,Beauty,1,2023-07-24,29.76,2023.0,7.0,24.0,Monday   
72469,INV00022440,CUST01915,Customer 1915,France,PROD00102,Product 102,Home & Garden,9,2023-09-02,890.64,2023.0,9.0,2.0,Saturday 
72470,INV00022441,CUST00331,Customer 331,UK,PROD00004,Product 4,Beauty,6,2023-01-15,2134.2,2023.0,1.0,15.0,Sunday   
72471,INV00022442,CUST02354,Customer 2354,USA,PROD00003,Product 3,Clothing,5,2023-12-30,1957.3,2023.0,12.0,30.0,Saturday 
72472,INV00022443,CUST03128,Customer 3128,UK,PROD00172,Product 172,Sports,7,2024-01-23,2870.63,2024.0,1.0,23.0,Tuesday  
72473,INV00022444,CUST02997,Customer 2997,France,PROD00017,Product 17,Electronics,3,2024-05-03,92.07,2024.0,5.0,3.0,Friday   
72474,INV00022445,CUST03967,Customer 3967,Canada,PROD00191,Product 191,Food & Beverages,6,2024-12-11,2366.7,2024.0,12.0,11.0,Wednesday
72475,INV00022446,CUST01799,Customer 1799,Australia,PROD00041,Product 41,Food & Beverages,2,2024-04-07,709.14,2024.0,4.0,7.0,Sunday   
72476,INV00022447,CUST01080,Customer 1080,USA,PROD00053,Product 53,Toys,6,2024-04-24,2432.1,2024.0,4.0,24.0,Wednesday
72477,INV00022448,CUST02721,Customer 2721,France,PROD00112,Product 112,Sports,5,2023-09-02,1732.2,2023.0,9.0,2.0,Saturday 
72478,INV00022449,CUST00889,Customer 889,Canada,PROD00067,Product 67,Clothing,4,2024-05-24,390.08,2024.0,5.0,24.0,Friday   
72479,INV00022450,CUST00037,Customer 37,UK,PROD00008,Product 8,Books,6,2022-08-05,502.32,2022.0,8.0,5.0,Friday   
72480,INV00022451,CUST00010,Customer 10,Germany,PROD00056,Product 56,Toys,3,2024-05-02,485.07,2024.0,5.0,2.0,Thursday 
72481,INV00022452,CUST02081,Customer 2081,France,PROD00004,Product 4,Beauty,1,2023-01-29,355.7,2023.0,1.0,29.0,Sunday   
72482,INV00022453,CUST04787,Customer 4787,Australia,PROD00043,Product 43,Food & Beverages,9,2022-12-15,2453.94,2022.0,12.0,15.0,Thursday 
72483,INV00022454,CUST01835,Customer 1835,USA,PROD00080,Product 80,Electronics,7,2023-01-15,2382.66,2023.0,1.0,15.0,Sunday   
72484,INV00022455,CUST02227,Customer 2227,Canada,PROD00077,Product 77,Beauty,7,2023-04-13,1268.05,2023.0,4.0,13.0,Thursday 
72485,INV00022456,CUST03479,Customer 3479,Canada,PROD00052,Product 52,Books,10,2022-11-14,4402.7,2022.0,11.0,14.0,Monday   
72486,INV00022457,CUST00365,Customer 365,Germany,PROD00097,Product 97,Sports,10,2023-08-21,4886.7,2023.0,8.0,21.0,Monday   
72487,INV00022458,CUST02563,Customer 2563,USA,PROD00141,Product 141,Books,5,2022-12-14,1572.4,2022.0,12.0,14.0,Wednesday
72488,INV00022459,CUST02219,Customer 2219,USA,PROD00005,Product 5,Electronics,7,2023-11-09,631.26,2023.0,11.0,9.0,Thursday 
72489,INV00022460,CUST02470,Customer 2470,France,PROD00080,Product 80,Electronics,6,2023-07-25,2042.28,2023.0,7.0,25.0,Tuesday  
72490,INV00022461,CUST00546,Customer 546,UK,PROD00085,Product 85,Home & Garden,2,2024-01-28,787.02,2024.0,1.0,28.0,Sunday   
72491,INV00022462,CUST03977,Customer 3977,Canada,PROD00170,Product 170,Food & Beverages,4,2022-12-25,423.96,2022.0,12.0,25.0,Sunday   
72492,INV00022463,CUST00413,Customer 413,Canada,PROD00004,Product 4,Beauty,9,2023-01-26,3201.3,2023.0,1.0,26.0,Thursday 
72493,INV00022464,CUST04124,Customer 4124,USA,PROD00052,Product 52,Books,5,2024-10-20,2201.35,2024.0,10.0,20.0,Sunday   
72494,INV00022465,CUST04736,Customer 4736,France,PROD00169,Product 169,Food & Beverages,9,2022-11-01,3167.37,2022.0,11.0,1.0,Tuesday  
72495,INV00022466,CUST02186,Customer 2186,France,PROD00076,Product 76,Toys,6,2024-01-08,763.98,2024.0,1.0,8.0,Monday   
72496,INV00022467,CUST00339,Customer 339,USA,PROD00122,Product 122,Beauty,3,2023-11-28,836.76,2023.0,11.0,28.0,Tuesday  
72497,INV00022468,CUST04220,Customer 4220,France,PROD00037,Product 37,Electronics,1,2024-06-15,422.42,2024.0,6.0,15.0,Saturday 
72498,INV00022469,CUST01608,Customer 1608,Germany,PROD00183,Product 183,Food & Beverages,10,2024-10-10,3005.6,2024.0,10.0,10.0,Thursday 
72499,INV00022470,CUST02244,Customer 2244,Canada,PROD00069,Product 69,Sports,1,2022-12-10,198.39,2022.0,12.0,10.0,Saturday 
72500,INV00022471,CUST00084,Customer 84,Canada,PROD00017,Product 17,Electronics,6,2022-12-01,184.14,2022.0,12.0,1.0,Thursday 
72501,INV00022472,CUST03551,Customer 3551,Australia,PROD00136,Product 136,Home & Garden,10,2024-11-24,3080.7,2024.0,11.0,24.0,Sunday   
72502,INV00022473,CUST03963,Customer 3963,India,PROD00122,Product 122,Beauty,4,2022-04-14,1115.68,2022.0,4.0,14.0,Thursday 
72503,INV00022474,CUST03541,Customer 3541,Germany,PROD00066,Product 66,Toys,7,2024-04-28,599.13,2024.0,4.0,28.0,Sunday   
72504,INV00022475,CUST02490,Customer 2490,UK,PROD00078,Product 78,Books,3,2022-10-29,139.62,2022.0,10.0,29.0,Saturday 
72505,INV00022476,CUST00943,Customer 943,India,PROD00104,Product 104,Electronics,7,2024-06-03,743.4,2024.0,6.0,3.0,Monday   
72506,INV00022477,CUST04288,Customer 4288,Canada,PROD00156,Product 156,Electronics,9,2022-12-14,3354.3,2022.0,12.0,14.0,Wednesday
72507,INV00022478,CUST03543,Customer 3543,India,PROD00145,Product 145,Books,10,2023-09-02,1958.8,2023.0,9.0,2.0,Saturday 
72508,INV00022479,CUST03718,Customer 3718,Canada,PROD00149,Product 149,Sports,5,2023-07-22,570.7,2023.0,7.0,22.0,Saturday 
72509,INV00022480,CUST04097,Customer 4097,Australia,PROD00082,Product 82,Books,7,2024-04-09,746.69,2024.0,4.0,9.0,Tuesday  
72510,INV00022481,CUST01538,Customer 1538,France,PROD00093,Product 93,Toys,3,2023-12-18,1412.79,2023.0,12.0,18.0,Monday   
72511,INV00022482,CUST01054,Customer 1054,India,PROD00171,Product 171,Beauty,2,2023-03-04,657.46,2023.0,3.0,4.0,Saturday 
72512,INV00022483,CUST02588,Customer 2588,Germany,PROD00033,Product 33,Beauty,1,2024-05-29,392.17,2024.0,5.0,29.0,Wednesday
72513,INV00022484,CUST02951,Customer 2951,Australia,PROD00177,Product 177,Food & Beverages,10,2024-04-08,128.3,2024.0,4.0,8.0,Monday   
72514,INV00022485,CUST02341,Customer 2341,India,PROD00141,Product 141,Books,6,2022-11-14,1886.88,2022.0,11.0,14.0,Monday   
72515,INV00022486,CUST03746,Customer 3746,France,PROD00082,Product 82,Books,2,2023-12-05,213.34,2023.0,12.0,5.0,Tuesday  
72516,INV00022487,CUST00195,Customer 195,Germany,PROD00010,Product 10,Books,6,2022-07-13,321.78,2022.0,7.0,13.0,Wednesday
72517,INV00022488,CUST02513,Customer 2513,USA,PROD00079,Product 79,Beauty,6,2023-07-29,1020.36,2023.0,7.0,29.0,Saturday 
72518,INV00022489,CUST00521,Customer 521,France,PROD00046,Product 46,Home & Garden,6,2023-05-06,1462.32,2023.0,5.0,6.0,Saturday 
72519,INV00022490,CUST04017,Customer 4017,UK,PROD00061,Product 61,Beauty,10,2023-07-27,4679.7,2023.0,7.0,27.0,Thursday 
72520,INV00022491,CUST04432,Customer 4432,India,PROD00069,Product 69,Sports,1,2024-05-19,198.39,2024.0,5.0,19.0,Sunday   
72521,INV00022492,CUST00468,Customer 468,UK,PROD00038,Product 38,Sports,4,2022-12-13,213.08,2022.0,12.0,13.0,Tuesday  
72522,INV00022493,CUST01377,Customer 1377,Canada,PROD00133,Product 133,Books,1,2023-11-05,91.17,2023.0,11.0,5.0,Sunday   
72523,INV00022494,CUST03620,Customer 3620,India,PROD00134,Product 134,Home & Garden,10,2024-11-07,629.5,2024.0,11.0,7.0,Thursday 
72524,INV00022495,CUST03149,Customer 3149,Germany,PROD00183,Product 183,Food & Beverages,8,2023-01-09,2404.48,2023.0,1.0,9.0,Monday   
72525,INV00022496,CUST04315,Customer 4315,Germany,PROD00186,Product 186,Toys,3,2023-06-02,509.55,2023.0,6.0,2.0,Friday   
72526,INV00022497,CUST01091,Customer 1091,Australia,PROD00096,Product 96,Clothing,1,2024-05-16,227.81,2024.0,5.0,16.0,Thursday 
72527,INV00022498,CUST04901,Customer 4901,France,PROD00181,Product 181,Clothing,6,2022-12-25,1291.56,2022.0,12.0,25.0,Sunday   
72528,INV00022499,CUST02956,Customer 2956,India,PROD00116,Product 116,Beauty,3,2023-02-03,1389.39,2023.0,2.0,3.0,Friday   
72529,INV00022500,CUST01457,Customer 1457,USA,PROD00038,Product 38,Sports,4,2023-01-14,213.08,2023.0,1.0,14.0,Saturday 
72530,INV00022501,CUST01106,Customer 1106,France,PROD00103,Product 103,Clothing,2,2022-03-31,586.36,2022.0,3.0,31.0,Thursday 
72531,INV00022502,CUST03715,Customer 3715,Canada,PROD00092,Product 92,Food & Beverages,3,2023-10-19,498.0,2023.0,10.0,19.0,Thursday 
72532,INV00022503,CUST03223,Customer 3223,UK,PROD00160,Product 160,Beauty,3,2023-05-09,1213.68,2023.0,5.0,9.0,Tuesday  
72533,INV00022504,CUST00495,Customer 495,UK,PROD00158,Product 158,Home & Garden,2,2024-03-03,891.16,2024.0,3.0,3.0,Sunday   
