customer_id,cluster,cluster_name,recency,frequency,monetary
CUST02526,2,Potential Loyalists,34,10,14568.24
CUST02527,1,Low Spenders,58,7,4732.99
CUST02528,4,Lost Customers,196,9,15376.32
CUST02529,2,Potential Loyalists,34,11,11974.99
CUST02530,4,Lost Customers,179,8,16480.99
CUST02531,2,Potential Loyalists,105,11,18012.82
CUST02532,2,Potential Loyalists,26,9,13035.77
CUST02533,2,Potential Loyalists,7,11,12520.82
CUST02534,0,Champions,20,13,23050.95
CUST02535,1,Low Spenders,176,6,4963.3
CUST02536,2,Potential Loyalists,41,12,14351.05
CUST02537,2,Potential Loyalists,34,12,14854.33
CUST02538,1,Low Spenders,1,8,6248.84
CUST02539,1,Low Spenders,15,6,4655.81
CUST02540,2,Potential Loyalists,29,10,11372.87
CUST02541,4,Lost Customers,252,8,9349.66
CUST02542,1,Low Spenders,150,6,5344.23
CUST02543,1,Low Spenders,7,8,11710.56
CUST02544,2,Potential Loyalists,32,14,15137.39
CUST02545,0,Champions,93,15,20390.95
CUST02546,1,Low Spenders,88,10,8655.2
CUST02547,0,Champions,61,19,21377.26
CUST02548,1,Low Spenders,179,4,3033.73
CUST02549,2,Potential Loyalists,74,8,16431.62
CUST02550,0,Champions,42,10,22371.6
CUST02551,4,Lost Customers,203,8,12898.43
CUST02552,2,Potential Loyalists,48,11,17589.44
CUST02553,4,Lost Customers,115,9,17003.62
CUST02554,4,Lost Customers,261,10,17286.82
CUST02555,3,Lost Customers,280,7,8346.2
CUST02556,2,Potential Loyalists,49,11,17726.71
CUST02557,2,Potential Loyalists,40,13,12365.14
CUST02558,1,Low Spenders,18,8,9191.57
CUST02559,1,Low Spenders,186,8,6660.07
CUST02560,1,Low Spenders,206,7,5811.98
CUST02561,2,Potential Loyalists,11,9,12489.12
CUST02562,1,Low Spenders,68,8,11316.74
CUST02563,0,Champions,12,16,19152.41
CUST02564,2,Potential Loyalists,22,9,14265.06
CUST02565,1,Low Spenders,123,8,8415.08
CUST02566,2,Potential Loyalists,98,11,10613.82
CUST02567,4,Lost Customers,218,8,14684.94
CUST02568,1,Low Spenders,18,9,7966.04
CUST02569,1,Low Spenders,32,7,12237.61
CUST02570,2,Potential Loyalists,80,9,15074.8
CUST02571,4,Lost Customers,137,11,10909.3
CUST02572,2,Potential Loyalists,22,9,14501.77
CUST02573,1,Low Spenders,94,6,4429.62
CUST02574,1,Low Spenders,121,4,7713.52
CUST02575,2,Potential Loyalists,40,11,10426.56
CUST02576,2,Potential Loyalists,52,11,17990.57
CUST02577,2,Potential Loyalists,9,9,13583.06
CUST02578,2,Potential Loyalists,3,11,11902.45
CUST02579,1,Low Spenders,40,6,6822.45
CUST02580,3,Lost Customers,568,4,9279.87
CUST02581,0,Champions,8,14,18784.02
CUST02582,1,Low Spenders,107,4,1864.9
CUST02583,4,Lost Customers,157,8,18236.72
CUST02584,1,Low Spenders,62,5,4987.55
CUST02585,0,Champions,33,16,20696.61
CUST02586,3,Lost Customers,368,3,7253.51
CUST02587,3,Lost Customers,682,2,592.94
CUST02588,0,Champions,44,14,19032.09
CUST02589,2,Potential Loyalists,14,12,16468.76
CUST02590,4,Lost Customers,116,10,14221.49
CUST02591,0,Champions,199,12,23391.36
CUST02592,1,Low Spenders,31,8,5270.06
CUST02593,1,Low Spenders,122,9,9569.24
CUST02594,2,Potential Loyalists,8,13,15663.3
CUST02595,2,Potential Loyalists,17,13,16656.78
CUST02596,1,Low Spenders,30,10,7023.96
CUST02597,0,Champions,153,19,24771.04
CUST02598,1,Low Spenders,30,8,11813.84
CUST02599,3,Lost Customers,347,5,7511.96
CUST02600,2,Potential Loyalists,77,11,17850.95
CUST02601,1,Low Spenders,53,5,9777.13
CUST02602,2,Potential Loyalists,65,8,13771.88
CUST02603,1,Low Spenders,7,6,10667.07
CUST02604,2,Potential Loyalists,49,11,15017.65
CUST02605,4,Lost Customers,146,10,13575.0
CUST02606,0,Champions,65,16,28190.41
CUST02607,2,Potential Loyalists,72,10,11108.22
CUST02608,4,Lost Customers,136,9,18597.8
CUST02609,4,Lost Customers,150,11,11097.45
CUST02610,2,Potential Loyalists,21,13,16769.82
CUST02611,1,Low Spenders,109,5,7646.66
CUST02612,2,Potential Loyalists,24,12,13876.65
CUST02613,0,Champions,26,17,25109.73
CUST02614,2,Potential Loyalists,5,9,18444.33
CUST02615,4,Lost Customers,177,11,15678.57
CUST02616,1,Low Spenders,31,6,5388.3
CUST02617,1,Low Spenders,37,7,10528.91
CUST02618,0,Champions,123,13,24855.46
CUST02619,2,Potential Loyalists,7,11,12197.7
CUST02620,0,Champions,115,14,22330.31
CUST02621,0,Champions,5,11,21602.75
CUST02622,2,Potential Loyalists,19,10,17735.41
CUST02623,3,Lost Customers,387,5,5207.15
CUST02624,2,Potential Loyalists,23,10,12888.43
CUST02625,1,Low Spenders,3,7,9631.24
CUST02626,2,Potential Loyalists,124,13,16172.86
CUST02627,1,Low Spenders,129,8,9425.74
CUST02628,2,Potential Loyalists,23,12,13415.19
CUST02629,2,Potential Loyalists,93,10,13322.0
CUST02630,1,Low Spenders,110,10,8122.32
CUST02631,2,Potential Loyalists,29,13,17038.0
CUST02632,1,Low Spenders,51,7,5891.13
CUST02633,1,Low Spenders,46,6,6319.94
CUST02634,1,Low Spenders,11,7,7825.15
CUST02635,0,Champions,37,23,31271.9
CUST02636,2,Potential Loyalists,11,10,15644.75
CUST02637,2,Potential Loyalists,83,9,20256.98
CUST02638,2,Potential Loyalists,57,9,13580.52
CUST02639,4,Lost Customers,136,8,15169.95
CUST02640,3,Lost Customers,304,3,3850.04
CUST02641,1,Low Spenders,31,7,8539.01
CUST02642,1,Low Spenders,28,6,9266.12
CUST02643,2,Potential Loyalists,17,11,12288.68
CUST02644,2,Potential Loyalists,11,11,16474.1
CUST02645,1,Low Spenders,88,10,8919.87
CUST02646,1,Low Spenders,8,9,9771.24
CUST02647,2,Potential Loyalists,0,11,14259.93
CUST02648,2,Potential Loyalists,93,11,13156.71
CUST02649,2,Potential Loyalists,5,10,10960.99
CUST02650,0,Champions,32,14,21218.1
CUST02651,2,Potential Loyalists,80,10,21413.85
CUST02652,4,Lost Customers,194,13,17581.98
CUST02653,4,Lost Customers,221,9,10342.9
CUST02654,4,Lost Customers,161,10,8414.76
CUST02655,2,Potential Loyalists,21,11,15405.28
CUST02656,1,Low Spenders,76,7,13353.17
CUST02657,2,Potential Loyalists,11,10,14351.58
CUST02658,2,Potential Loyalists,104,11,11624.1
CUST02659,0,Champions,40,16,21236.2
CUST02660,1,Low Spenders,18,5,5874.47
CUST02661,4,Lost Customers,144,9,13176.27
CUST02662,2,Potential Loyalists,72,8,15388.81
CUST02663,3,Lost Customers,692,2,387.74
CUST02664,2,Potential Loyalists,2,8,15958.41
CUST02665,2,Potential Loyalists,89,10,15107.7
CUST02666,2,Potential Loyalists,5,14,15550.3
CUST02667,4,Lost Customers,191,9,16353.69
CUST02668,0,Champions,106,17,22496.66
CUST02669,2,Potential Loyalists,91,11,9710.5
CUST02670,2,Potential Loyalists,51,13,17293.75
CUST02671,0,Champions,8,15,24862.6
CUST02672,1,Low Spenders,73,8,7904.8
CUST02673,1,Low Spenders,11,7,12640.85
CUST02674,1,Low Spenders,19,9,8346.09
CUST02675,1,Low Spenders,17,3,8011.53
CUST02676,0,Champions,35,13,21794.21
CUST02677,3,Lost Customers,290,6,4690.68
CUST02678,3,Lost Customers,285,7,11968.7
CUST02679,3,Lost Customers,211,5,6952.07
CUST02680,2,Potential Loyalists,103,10,10287.1
CUST02681,2,Potential Loyalists,124,13,12693.26
CUST02682,0,Champions,29,17,26900.75
CUST02683,2,Potential Loyalists,12,9,19308.64
CUST02684,1,Low Spenders,83,9,5353.28
CUST02685,2,Potential Loyalists,58,10,11296.12
CUST02686,0,Champions,2,14,18162.38
CUST02687,1,Low Spenders,26,7,10763.66
CUST02688,0,Champions,21,13,18920.27
CUST02689,1,Low Spenders,52,6,7411.92
CUST02690,2,Potential Loyalists,91,10,16433.52
CUST02691,1,Low Spenders,14,8,10739.41
CUST02692,2,Potential Loyalists,30,9,11535.7
CUST02693,2,Potential Loyalists,1,12,16309.49
CUST02694,0,Champions,43,15,15627.94
CUST02695,1,Low Spenders,71,6,7120.74
CUST02696,4,Lost Customers,199,10,11236.74
CUST02697,3,Lost Customers,220,4,4550.52
CUST02698,2,Potential Loyalists,50,13,13352.58
CUST02699,2,Potential Loyalists,86,12,14223.45
CUST02700,4,Lost Customers,209,10,19722.33
CUST02701,1,Low Spenders,130,7,4759.75
CUST02702,2,Potential Loyalists,74,10,13738.23
CUST02703,3,Lost Customers,313,3,3375.12
CUST02704,4,Lost Customers,128,8,14835.19
CUST02705,2,Potential Loyalists,13,8,12696.23
CUST02706,2,Potential Loyalists,5,11,19962.72
CUST02707,2,Potential Loyalists,71,9,12548.35
CUST02708,0,Champions,126,13,18263.94
CUST02709,2,Potential Loyalists,35,9,10825.01
CUST02710,4,Lost Customers,237,8,14361.59
CUST02711,4,Lost Customers,149,8,12381.91
CUST02712,2,Potential Loyalists,46,11,12574.95
CUST02713,4,Lost Customers,148,10,12022.13
CUST02714,1,Low Spenders,22,7,9136.3
CUST02715,1,Low Spenders,100,9,5720.05
CUST02716,2,Potential Loyalists,99,9,18280.67
CUST02717,1,Low Spenders,64,8,9637.09
CUST02718,1,Low Spenders,55,8,11723.02
CUST02719,2,Potential Loyalists,23,9,18287.87
CUST02720,4,Lost Customers,303,9,12387.96
CUST02721,2,Potential Loyalists,79,11,16287.86
CUST02722,2,Potential Loyalists,9,13,16801.36
CUST02723,1,Low Spenders,30,8,12508.57
CUST02724,2,Potential Loyalists,19,11,10049.64
CUST02725,2,Potential Loyalists,19,11,16030.11
CUST02726,1,Low Spenders,20,8,8385.42
CUST02727,0,Champions,72,11,21786.07
CUST02728,0,Champions,5,15,24696.56
CUST02729,2,Potential Loyalists,64,12,13446.58
CUST02730,2,Potential Loyalists,57,10,9679.63
CUST02731,1,Low Spenders,17,8,6891.21
CUST02732,1,Low Spenders,121,10,7092.53
CUST02733,2,Potential Loyalists,115,11,13231.82
CUST02734,2,Potential Loyalists,34,11,17178.42
CUST02735,0,Champions,2,14,19522.45
CUST02736,4,Lost Customers,215,9,17276.77
CUST02737,0,Champions,73,17,22483.46
CUST02738,2,Potential Loyalists,39,11,18610.43
CUST02739,4,Lost Customers,204,15,13893.55
CUST02740,0,Champions,69,12,20507.34
CUST02741,4,Lost Customers,234,10,12339.03
CUST02742,2,Potential Loyalists,37,11,16584.74
CUST02743,1,Low Spenders,173,7,8603.54
CUST02744,0,Champions,119,13,19312.69
CUST02745,0,Champions,20,15,16063.76
CUST02746,0,Champions,0,14,21718.85
CUST02747,4,Lost Customers,175,10,24233.54
CUST02748,1,Low Spenders,122,8,10666.99
CUST02749,1,Low Spenders,58,7,6812.09
CUST02750,1,Low Spenders,65,9,8126.29
CUST02751,1,Low Spenders,17,8,12215.02
CUST02752,1,Low Spenders,7,7,11383.61
CUST02753,4,Lost Customers,159,11,10361.18
CUST02754,1,Low Spenders,128,7,3953.81
CUST02755,0,Champions,26,16,29657.27
CUST02756,2,Potential Loyalists,91,12,17597.97
CUST02757,1,Low Spenders,70,10,5421.22
CUST02758,4,Lost Customers,198,12,14532.37
CUST02759,2,Potential Loyalists,43,12,15280.28
CUST02760,2,Potential Loyalists,10,14,15859.67
CUST02761,1,Low Spenders,144,8,6545.09
CUST02762,4,Lost Customers,172,8,16190.98
CUST02763,1,Low Spenders,91,6,11051.27
CUST02764,2,Potential Loyalists,81,9,13965.99
CUST02765,2,Potential Loyalists,16,12,16143.86
CUST02766,4,Lost Customers,253,9,12477.58
CUST02767,4,Lost Customers,171,9,10006.92
CUST02768,4,Lost Customers,250,11,11015.55
CUST02769,2,Potential Loyalists,52,14,15126.2
CUST02770,2,Potential Loyalists,39,10,13756.38
CUST02771,2,Potential Loyalists,31,10,13433.07
CUST02772,0,Champions,186,15,20611.62
CUST02773,4,Lost Customers,140,10,7815.16
CUST02774,0,Champions,1,17,22741.66
CUST02775,1,Low Spenders,25,6,9931.48
CUST02776,1,Low Spenders,72,6,9230.11
CUST02777,1,Low Spenders,31,5,10368.31
CUST02778,3,Lost Customers,509,4,2720.85
CUST02779,3,Lost Customers,397,5,9052.55
CUST02780,2,Potential Loyalists,33,9,13524.29
CUST02781,2,Potential Loyalists,49,10,12473.78
CUST02782,2,Potential Loyalists,26,9,15236.79
CUST02783,2,Potential Loyalists,14,12,12147.76
CUST02784,0,Champions,166,15,19829.73
CUST02785,4,Lost Customers,199,7,7688.0
CUST02786,0,Champions,4,13,18146.83
CUST02787,2,Potential Loyalists,46,9,11204.59
CUST02788,2,Potential Loyalists,56,9,12925.76
CUST02789,1,Low Spenders,79,8,12169.31
CUST02790,2,Potential Loyalists,24,10,20502.36
CUST02791,2,Potential Loyalists,64,13,14993.42
CUST02792,4,Lost Customers,162,10,16738.97
CUST02793,1,Low Spenders,26,5,3399.97
CUST02794,0,Champions,8,15,24303.9
CUST02795,0,Champions,111,15,17065.0
CUST02796,4,Lost Customers,200,7,11705.88
CUST02797,4,Lost Customers,163,7,11167.52
CUST02798,1,Low Spenders,56,8,9585.21
CUST02799,2,Potential Loyalists,71,12,15234.18
CUST02800,1,Low Spenders,106,7,13659.86
CUST02801,1,Low Spenders,88,6,4103.17
CUST02802,2,Potential Loyalists,49,9,14867.31
CUST02803,2,Potential Loyalists,20,12,11899.94
CUST02804,1,Low Spenders,37,6,5010.1
CUST02805,0,Champions,14,13,21769.27
CUST02806,2,Potential Loyalists,32,10,12094.01
CUST02807,1,Low Spenders,97,8,10898.78
CUST02808,2,Potential Loyalists,52,9,16885.18
CUST02809,0,Champions,5,17,20820.07
CUST02810,1,Low Spenders,33,7,6298.09
CUST02811,2,Potential Loyalists,63,9,15444.38
CUST02812,2,Potential Loyalists,27,11,17079.92
CUST02813,1,Low Spenders,23,6,8919.14
CUST02814,4,Lost Customers,227,8,9149.05
CUST02815,0,Champions,45,14,17914.21
CUST02816,0,Champions,156,14,16460.72
CUST02817,1,Low Spenders,15,5,3297.97
CUST02818,2,Potential Loyalists,9,9,14491.35
CUST02819,1,Low Spenders,37,8,8292.56
CUST02820,2,Potential Loyalists,89,11,19697.09
CUST02821,1,Low Spenders,94,10,9640.84
CUST02822,4,Lost Customers,166,6,13018.22
CUST02823,1,Low Spenders,2,7,11126.62
CUST02824,2,Potential Loyalists,53,10,13379.4
CUST02825,2,Potential Loyalists,40,9,15562.04
CUST02826,0,Champions,123,15,24665.69
CUST02827,1,Low Spenders,111,7,3782.86
CUST02828,1,Low Spenders,96,6,8881.63
CUST02829,1,Low Spenders,123,8,7873.85
CUST02830,1,Low Spenders,155,7,6494.54
CUST02831,4,Lost Customers,213,9,16058.1
CUST02832,0,Champions,45,12,21096.94
CUST02833,4,Lost Customers,190,8,17200.91
CUST02834,2,Potential Loyalists,31,10,11155.31
CUST02835,2,Potential Loyalists,29,10,14950.96
CUST02836,4,Lost Customers,263,8,12762.02
CUST02837,0,Champions,18,14,24121.04
CUST02838,4,Lost Customers,177,10,17092.74
CUST02839,2,Potential Loyalists,119,14,14056.79
CUST02840,1,Low Spenders,77,10,7417.27
CUST02841,1,Low Spenders,151,6,11166.95
CUST02842,2,Potential Loyalists,38,10,15049.1
CUST02843,2,Potential Loyalists,22,11,16792.03
CUST02844,2,Potential Loyalists,96,11,13137.64
CUST02845,2,Potential Loyalists,74,8,15040.97
CUST02846,2,Potential Loyalists,89,9,13425.84
CUST02847,2,Potential Loyalists,60,12,9025.27
CUST02848,1,Low Spenders,102,9,10976.22
CUST02849,3,Lost Customers,221,5,7604.69
CUST02850,0,Champions,139,14,18561.55
CUST02851,4,Lost Customers,154,7,11206.56
CUST02852,1,Low Spenders,4,8,9753.86
CUST02853,0,Champions,28,12,19302.78
CUST02854,4,Lost Customers,160,10,14925.66
CUST02855,1,Low Spenders,1,3,1555.83
CUST02856,1,Low Spenders,3,7,7972.22
CUST02857,1,Low Spenders,100,6,8511.89
CUST02858,4,Lost Customers,164,10,13493.48
CUST02859,2,Potential Loyalists,26,11,10252.1
CUST02860,4,Lost Customers,119,9,15618.83
CUST02861,2,Potential Loyalists,103,10,13748.52
CUST02862,4,Lost Customers,285,10,21301.34
CUST02863,2,Potential Loyalists,62,12,14272.78
CUST02864,4,Lost Customers,203,8,6514.13
CUST02865,1,Low Spenders,104,7,10743.51
CUST02866,1,Low Spenders,28,7,8025.06
CUST02867,2,Potential Loyalists,114,13,15409.87
CUST02868,2,Potential Loyalists,11,12,13202.41
CUST02869,2,Potential Loyalists,39,13,17377.17
CUST02870,4,Lost Customers,154,10,12708.13
CUST02871,2,Potential Loyalists,20,11,14676.88
CUST02872,1,Low Spenders,51,7,7757.31
CUST02873,1,Low Spenders,59,5,3090.52
CUST02874,1,Low Spenders,130,7,6609.96
CUST02875,4,Lost Customers,229,9,10428.36
CUST02876,1,Low Spenders,60,10,8267.23
CUST02877,0,Champions,3,18,25486.56
CUST02878,1,Low Spenders,5,8,11593.0
CUST02879,2,Potential Loyalists,27,14,14099.92
CUST02880,0,Champions,21,13,21648.63
CUST02881,2,Potential Loyalists,10,11,10040.31
CUST02882,3,Lost Customers,349,6,14227.67
CUST02883,2,Potential Loyalists,53,8,15057.45
CUST02884,2,Potential Loyalists,49,8,12933.27
CUST02885,4,Lost Customers,212,9,10471.71
CUST02886,2,Potential Loyalists,65,12,14889.61
CUST02887,0,Champions,29,16,32530.91
CUST02888,2,Potential Loyalists,74,11,12093.75
CUST02889,0,Champions,10,18,22396.67
CUST02890,1,Low Spenders,106,7,7903.25
CUST02891,1,Low Spenders,92,8,9079.01
CUST02892,2,Potential Loyalists,78,12,13264.67
CUST02893,1,Low Spenders,54,6,2427.84
CUST02894,0,Champions,116,14,18718.63
CUST02895,1,Low Spenders,79,6,9713.89
CUST02896,0,Champions,55,12,19417.48
CUST02897,1,Low Spenders,62,10,9099.32
CUST02898,2,Potential Loyalists,31,10,10957.27
CUST02899,4,Lost Customers,144,9,11002.08
CUST02900,0,Champions,4,16,21947.02
CUST02901,0,Champions,59,14,19424.74
CUST02902,2,Potential Loyalists,48,12,16059.3
CUST02903,2,Potential Loyalists,79,10,12328.38
CUST02904,1,Low Spenders,13,9,8737.59
CUST02905,3,Lost Customers,291,5,5999.04
CUST02906,2,Potential Loyalists,27,11,15722.99
CUST02907,2,Potential Loyalists,22,12,7107.36
CUST02908,2,Potential Loyalists,68,9,13019.46
CUST02909,2,Potential Loyalists,14,9,15416.32
CUST02910,1,Low Spenders,45,7,10972.67
CUST02911,2,Potential Loyalists,6,10,15077.53
CUST02912,1,Low Spenders,65,7,6084.01
CUST02913,0,Champions,37,15,18970.04
CUST02914,1,Low Spenders,67,8,9970.95
CUST02915,4,Lost Customers,195,13,15792.7
CUST02916,4,Lost Customers,210,7,6966.13
CUST02917,1,Low Spenders,11,9,8439.68
CUST02918,2,Potential Loyalists,96,10,15164.55
CUST02919,2,Potential Loyalists,62,9,11264.4
CUST02920,2,Potential Loyalists,40,10,18086.93
CUST02921,4,Lost Customers,223,9,14047.77
CUST02922,4,Lost Customers,299,9,13294.7
CUST02923,0,Champions,71,14,23582.08
CUST02924,2,Potential Loyalists,68,11,17739.8
CUST02925,1,Low Spenders,29,7,9158.33
CUST02926,2,Potential Loyalists,20,13,15325.49
CUST02927,2,Potential Loyalists,26,12,12745.27
CUST02928,0,Champions,8,17,21312.77
CUST02929,1,Low Spenders,49,5,8700.16
CUST02930,0,Champions,27,19,29790.71
CUST02931,1,Low Spenders,14,10,8413.1
CUST02932,1,Low Spenders,34,7,5507.53
CUST02933,0,Champions,63,14,17099.74
CUST02934,2,Potential Loyalists,90,11,12263.64
CUST02935,2,Potential Loyalists,39,9,13160.62
CUST02936,3,Lost Customers,211,3,5019.37
CUST02937,2,Potential Loyalists,100,11,13349.7
CUST02938,2,Potential Loyalists,26,12,18117.16
CUST02939,1,Low Spenders,34,8,10460.91
CUST02940,1,Low Spenders,36,8,9810.9
CUST02941,0,Champions,10,15,20128.69
CUST02942,4,Lost Customers,121,10,18321.44
CUST02943,2,Potential Loyalists,78,10,12591.87
CUST02944,1,Low Spenders,139,8,8392.74
CUST02945,2,Potential Loyalists,16,12,14939.54
CUST02946,2,Potential Loyalists,104,11,11820.26
CUST02947,3,Lost Customers,412,2,1808.16
CUST02948,3,Lost Customers,238,6,3080.5
CUST02949,2,Potential Loyalists,4,11,14253.56
CUST02950,0,Champions,84,14,18855.85
CUST02951,0,Champions,119,12,18947.5
CUST02952,4,Lost Customers,135,12,15980.8
CUST02953,1,Low Spenders,103,8,8348.6
CUST02954,2,Potential Loyalists,71,9,14447.82
CUST02955,0,Champions,105,14,24953.19
CUST02956,0,Champions,17,15,23195.48
CUST02957,2,Potential Loyalists,53,11,11693.29
CUST02958,2,Potential Loyalists,42,10,13456.67
CUST02959,1,Low Spenders,55,8,7254.18
CUST02960,0,Champions,68,12,20379.04
CUST02961,0,Champions,24,12,24945.65
CUST02962,1,Low Spenders,10,9,9165.28
CUST02963,0,Champions,68,15,26971.46
CUST02964,1,Low Spenders,11,9,8481.45
CUST02965,4,Lost Customers,156,8,14479.22
CUST02966,1,Low Spenders,47,7,6693.98
CUST02967,0,Champions,6,13,20917.29
CUST02968,2,Potential Loyalists,44,13,17191.54
CUST02969,2,Potential Loyalists,94,8,17442.3
CUST02970,2,Potential Loyalists,63,9,12190.21
CUST02971,2,Potential Loyalists,15,10,17092.19
CUST02972,0,Champions,22,13,22274.9
CUST02973,1,Low Spenders,34,8,7084.06
CUST02974,4,Lost Customers,175,9,9474.66
CUST02975,3,Lost Customers,598,2,893.87
CUST02976,1,Low Spenders,56,6,10738.44
CUST02977,4,Lost Customers,223,10,14258.17
CUST02978,0,Champions,11,15,23538.87
CUST02979,2,Potential Loyalists,23,12,12391.37
CUST02980,3,Lost Customers,226,4,5086.89
CUST02981,1,Low Spenders,10,8,10168.5
CUST02982,0,Champions,14,13,25953.59
CUST02983,2,Potential Loyalists,19,10,19473.82
CUST02984,0,Champions,0,15,23630.38
CUST02985,1,Low Spenders,156,8,7069.94
CUST02986,0,Champions,22,13,22482.07
CUST02987,1,Low Spenders,98,7,8752.97
CUST02988,1,Low Spenders,87,7,10683.89
CUST02989,0,Champions,17,13,18113.75
CUST02990,2,Potential Loyalists,16,12,13336.47
CUST02991,0,Champions,9,13,21531.73
CUST02992,2,Potential Loyalists,5,10,16517.38
CUST02993,0,Champions,7,14,23759.93
CUST02994,2,Potential Loyalists,52,9,12498.05
CUST02995,2,Potential Loyalists,22,12,18501.37
CUST02996,0,Champions,62,11,20943.78
CUST02997,0,Champions,0,13,20219.78
CUST02998,1,Low Spenders,135,8,10661.73
CUST02999,1,Low Spenders,79,6,4264.25
CUST03000,2,Potential Loyalists,38,10,19342.91
CUST03001,1,Low Spenders,33,6,4387.24
CUST03002,3,Lost Customers,224,5,10436.57
CUST03003,3,Lost Customers,250,4,4927.04
CUST03004,2,Potential Loyalists,27,9,11735.43
CUST03005,2,Potential Loyalists,18,9,13296.99
CUST03006,1,Low Spenders,5,7,6226.43
CUST03007,0,Champions,17,14,18982.79
CUST03008,3,Lost Customers,266,7,7176.9
CUST03009,4,Lost Customers,140,10,17296.46
CUST03010,1,Low Spenders,64,4,6415.28
CUST03011,2,Potential Loyalists,124,12,16280.18
CUST03012,4,Lost Customers,365,11,15918.96
CUST03013,2,Potential Loyalists,17,13,12491.72
CUST03014,1,Low Spenders,113,6,10165.92
CUST03015,2,Potential Loyalists,60,10,12574.97
CUST03016,2,Potential Loyalists,107,11,9674.23
CUST03017,2,Potential Loyalists,14,8,17057.85
CUST03018,0,Champions,27,18,21201.66
CUST03019,1,Low Spenders,13,6,11035.03
CUST03020,2,Potential Loyalists,6,10,14961.6
CUST03021,4,Lost Customers,172,12,13293.33
CUST03022,1,Low Spenders,31,8,5112.08
CUST03023,2,Potential Loyalists,42,11,9358.63
CUST03024,0,Champions,95,12,18903.46
CUST03025,1,Low Spenders,9,9,7819.24
CUST03026,2,Potential Loyalists,13,9,10576.19
CUST03027,3,Lost Customers,259,7,10129.03
CUST03028,2,Potential Loyalists,78,14,15201.05
CUST03029,0,Champions,13,17,26386.13
CUST03030,2,Potential Loyalists,26,11,17377.83
CUST03031,4,Lost Customers,162,9,8110.07
CUST03032,2,Potential Loyalists,75,10,11405.76
CUST03033,1,Low Spenders,165,5,10391.7
CUST03034,1,Low Spenders,108,5,8582.6
CUST03035,1,Low Spenders,107,7,12300.74
CUST03036,2,Potential Loyalists,112,12,11079.99
CUST03037,4,Lost Customers,207,8,7274.18
CUST03038,4,Lost Customers,135,8,13692.16
CUST03039,0,Champions,87,16,13819.79
CUST03040,0,Champions,41,19,18938.79
CUST03041,1,Low Spenders,120,5,5089.84
CUST03042,2,Potential Loyalists,40,9,13162.34
CUST03043,1,Low Spenders,159,4,8700.8
CUST03044,0,Champions,54,15,20198.42
CUST03045,2,Potential Loyalists,45,11,12684.6
CUST03046,0,Champions,75,13,21613.88
CUST03047,2,Potential Loyalists,36,11,18334.5
CUST03048,2,Potential Loyalists,50,11,10916.01
CUST03049,1,Low Spenders,161,4,3804.87
CUST03050,2,Potential Loyalists,84,9,14628.73
CUST03051,4,Lost Customers,238,9,10626.3
CUST03052,1,Low Spenders,102,8,11576.79
CUST03053,2,Potential Loyalists,42,8,15006.43
CUST03054,1,Low Spenders,58,9,6541.73
CUST03055,0,Champions,34,15,24532.04
CUST03056,1,Low Spenders,189,6,9223.48
CUST03057,0,Champions,39,15,26071.38
CUST03058,2,Potential Loyalists,9,14,14508.2
CUST03059,1,Low Spenders,35,7,7602.94
CUST03060,0,Champions,97,17,21402.77
CUST03061,2,Potential Loyalists,88,8,14709.14
CUST03062,1,Low Spenders,27,6,10145.31
CUST03063,2,Potential Loyalists,65,12,9529.42
CUST03064,2,Potential Loyalists,87,10,13336.4
CUST03065,1,Low Spenders,26,8,11049.27
CUST03066,1,Low Spenders,118,9,6526.48
CUST03067,4,Lost Customers,302,9,11761.92
CUST03068,1,Low Spenders,133,5,5220.83
CUST03069,3,Lost Customers,540,6,13326.97
CUST03070,2,Potential Loyalists,95,9,11817.85
CUST03071,4,Lost Customers,168,11,19306.27
CUST03072,2,Potential Loyalists,109,9,16155.24
CUST03073,4,Lost Customers,144,7,14891.3
CUST03074,0,Champions,129,14,22035.82
CUST03075,1,Low Spenders,128,9,8089.27
CUST03076,4,Lost Customers,288,10,17598.97
CUST03077,2,Potential Loyalists,99,13,13243.28
CUST03078,2,Potential Loyalists,25,9,11255.38
CUST03079,0,Champions,172,15,26867.64
CUST03080,2,Potential Loyalists,62,13,12107.72
CUST03081,1,Low Spenders,17,7,7888.17
CUST03082,2,Potential Loyalists,56,10,13461.93
CUST03083,2,Potential Loyalists,62,10,10811.28
CUST03084,1,Low Spenders,68,7,11459.24
CUST03085,3,Lost Customers,206,6,6214.61
CUST03086,4,Lost Customers,146,8,14545.73
CUST03087,0,Champions,109,14,23504.63
CUST03088,1,Low Spenders,60,7,8724.08
CUST03089,2,Potential Loyalists,0,11,13133.15
CUST03090,0,Champions,30,14,23265.64
CUST03091,2,Potential Loyalists,87,11,15732.7
CUST03092,1,Low Spenders,23,8,7676.92
CUST03093,2,Potential Loyalists,59,11,17011.02
CUST03094,4,Lost Customers,132,10,12869.24
CUST03095,2,Potential Loyalists,16,13,14147.78
CUST03096,4,Lost Customers,156,10,16381.34
CUST03097,1,Low Spenders,11,8,6293.76
CUST03098,1,Low Spenders,23,9,10391.97
CUST03099,1,Low Spenders,54,5,10173.27
CUST03100,1,Low Spenders,113,8,9567.49
CUST03101,2,Potential Loyalists,32,13,16693.65
CUST03102,1,Low Spenders,16,7,9748.3
